provider,model,type,puzzle_id,tokens_in,tokens_out,ttft_ms,e2e_ms
anthropic,claude-sonnet-4-5,Path_Finder,path3.JPG,9881,52,4153.1,4153.1
anthropic,claude-sonnet-4-5,Path_Finder,path9.JPG,9881,52,4426.5,4426.5
anthropic,claude-sonnet-4-5,Path_Finder,path4.JPG,9881,52,3580.1,3580.1
anthropic,claude-sonnet-4-5,Path_Finder,path6.JPG,9881,52,3784.9,3784.9
anthropic,claude-sonnet-4-5,Path_Finder,path7.JPG,9881,52,42963.2,42963.2
anthropic,claude-sonnet-4-5,Path_Finder,path5.JPG,9881,52,4280.5,4280.5
anthropic,claude-sonnet-4-5,Path_Finder,path10.JPG,9881,52,4108.4,4108.4
anthropic,claude-sonnet-4-5,Path_Finder,path1.JPG,9881,52,52493.6,52493.6
anthropic,claude-sonnet-4-5,Path_Finder,path2.JPG,9881,52,3401.0,3401.0
anthropic,claude-sonnet-4-5,Path_Finder,path8.JPG,9881,52,4449.7,4449.7
