provider,model,type,n,pass_at_1,avg_ttft_ms,avg_e2e_ms,tokens_in,tokens_out,total_tokens,cost_usd,cost_per_question
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Bingo,20,0.100,20437.2,20437.2,165106,16655,181761,0.050980,0.002549
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Click_Order,10,0.000,14528.3,14528.3,3504,4785,8289,0.004982,0.000498
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Connect_Icon,20,0.150,3508.6,3508.6,62854,361,63215,0.014146,0.000707
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Coordinates,18,0.111,7982.1,7982.1,97028,4413,101441,0.025230,0.001402
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dart_Count,20,0.100,21123.7,21123.7,198694,10621,209315,0.053059,0.002653
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Dice_Count,11,0.000,2846.5,2846.5,16334,207,16541,0.003776,0.000343
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Geometry_Click,15,0.067,4398.5,4398.5,3054,2556,5610,0.002921,0.000195
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Matching,19,0.158,7915.8,7915.8,121938,439,122377,0.027213,0.001432
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Image_Recognition,20,0.000,4275.4,4275.4,13706,2627,16333,0.005327,0.000266
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Misleading_Click,10,1.000,2498.1,2498.1,5901,309,6210,0.001570,0.000157
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Object_Match,20,0.250,7585.8,7585.8,159343,400,159743,0.035407,0.001770
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Patch_Select,10,0.000,2924.0,2924.0,11827,660,12487,0.003183,0.000318
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Path_Finder,10,1.000,11113.7,11113.7,240060,191,240251,0.052981,0.005298
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Pick_Area,20,0.050,2306.9,2306.9,6000,642,6642,0.001885,0.000094
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Place_Dot,20,0.000,2206.8,2206.8,8160,594,8754,0.002318,0.000116
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Rotation_Match,20,0.150,3593.8,3593.8,41534,521,42055,0.009596,0.000480
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Select_Animal,20,0.500,2927.3,2927.3,22173,340,22513,0.005177,0.000259
fireworks,accounts/fireworks/models/qwen3-vl-235b-a22b-instruct,Unusual_Detection,20,0.050,2914.3,2914.3,22300,680,22980,0.005504,0.000275
