kind,provider,model,type,puzzle_id,attempt_idx,cumulative_ms,pass1,notes
summary,gemini,gemini-2.5-flash,Connect_Icon,puzzle5.json,2,6037.1,1,
summary,gemini,gemini-2.5-flash,Place_Dot,,10,69777.2,0,
summary,gemini,gemini-2.5-flash,Dart_Count,dart_puzzle_10.json,1,9444.8,1,
summary,gemini,gemini-2.5-flash,Path_Finder,path10.JPG,3,16417.4,1,
summary,gemini,gemini-2.5-flash,Rotation_Match,,10,72548.0,0,
summary,gemini,gemini-2.5-flash,Pick_Area,image7.jpg,2,17089.3,1,
summary,gemini,gemini-2.5-flash,Unusual_Detection,unusual7.jpg,1,5111.9,1,
summary,gemini,gemini-2.5-flash,Select_Animal,image2.jpg,1,3808.7,1,
summary,gemini,gemini-2.5-flash,Coordinates,coordinate_sample6.jpg,1,3687.5,1,
summary,gemini,gemini-2.5-flash,Misleading_Click,image10.jpg,1,6197.5,1,
summary,gemini,gemini-2.5-flash,Image_Matching,ground_image8.jpg,1,7041.0,1,
summary,gemini,gemini-2.5-flash,Dice_Count,dice10.jpg,1,9278.1,1,
summary,gemini,gemini-2.5-flash,Bingo,bingo4.jpg,2,16604.7,1,
summary,gemini,gemini-2.5-flash,Patch_Select,,10,50631.4,0,
summary,gemini,gemini-2.5-flash,Geometry_Click,dingxiang_000002.jpg,6,30430.2,1,
summary,gemini,gemini-2.5-flash,Object_Match,example6.jpg,1,11313.1,1,
summary,gemini,gemini-2.5-flash,Image_Recognition,images9,1,2721.3,1,
summary,gemini,gemini-2.5-flash,Click_Order,,10,49915.0,0,
